ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
2902,4233156,Active,421206,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,35 Street,W,30 Avenue,28 Avenue,40.76559375,-73.91808844,1006940.154,218213.8054,POINT (-73.918088442639 40.765593745025)
13073,4023106,Active,421053,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Metropolitan Avenue,N,Lefferts Boulevard,83 Avenue,40.70697486,-73.83447957,1030140.812,196889.8458,POINT (-73.834479572929 40.706974859929)
12785,4343150,Active,413052,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,48 Street,E,Barnett Avenue,Northern Boulevard,40.75243315,-73.91484838,1007842.338,213419.8271,POINT (-73.914848379938 40.752433146147)
1876,5053274,Active,522399,2 HR Pas Mon-Sat 0900-1700,,On Street,Staten Island,Lincoln Avenue,W,Edison Street,South Railroad Avenue,40.57905602,-74.10818947,954196.7205,150260.7202,POINT (-74.108189469329 40.57905602447)
785,1264958,Active,113348,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,2 Avenue,E,East 77 Street,East 76 Street,40.77168931,-73.95613074,996401.0229,220427.0576,POINT (-73.956130743216 40.771689313947)
470,1264915,Active,112282,2HR Pas Mon-Fri 1300-1900 /2HR Pas Sat 0830-1900,,On Street,Manhattan,1 Avenue,W,East 90 Street,East 91 Street,40.77990369,-73.94731151,998841.998,223421.1772,POINT (-73.947311506707 40.779903691871)
9487,1443116,Active,101185,3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 37 Street,N,Broadway,7 Avenue,40.75269042,-73.98861845,987403.3903,213502.2975,POINT (-73.988618453679 40.752690417515)
10149,1403111,Active,104277,2HR Pas Mon-Fri 1000-1600 /2HR Pas Sat 0900-1900,,On Street,Manhattan,10 Avenue,E,West 49 Street,West 50 Street,40.76435249,-73.9919077,986491.6746,217751.0695,POINT (-73.991907696666 40.764352488317)
9043,1243079,Active,102903,2HR Pas Mon-Sat 1000-1900,,On Street,Manhattan,Elizabeth Street,E,Canal Street,Hester Street,40.71693848,-73.99669201,985167.01,200476.5564,POINT (-73.996692007091 40.716938483826)
9652,1443295,Active,101399,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,Broadway,W,West 37 Street,West 36 Street,40.75179298,-73.98767738,987664.1726,213175.3686,POINT (-73.98767737697 40.751792983879)
14360,5053020,Active,501177,2 HR Pas Mon-Sat 0900-1700,,On Street,Staten Island,New Dorp Lane,E,3 Street,Richmond Road,40.57540182,-74.11889093,951222.2235,148933.2583,POINT (-74.118890928759 40.57540182332)
7438,3033001,Retired,337829,2HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,New Lots Avenue,S,Ashford Street,Cleveland Street,40.66630762,-73.88272006,1016785.905,182052.008,POINT (-73.882720056361 40.666307616768)
4799,3403093,Active,339258,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Union Street,S,Rogers Avenue,Nostrand Avenue,40.66893551,-73.95090245,997870.1522,182991.4602,POINT (-73.950902449517 40.668935509419)
13216,4113103,Active,465152,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Mott Avenue,S,Beach 20 Street,Beach 19 Street,40.60376052,-73.7521717,1053067.142,159339.9839,POINT (-73.752171704297 40.603760524)
146,1348082,Active,110691,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Madison Avenue,W,East 102 Street,East 103 Street,40.79133602,-73.95127537,997741.8952,227585.7293,POINT (-73.951275370632 40.791336021716)
1424,3071376,Active,308799,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Bath Avenue,S,Bay 14 Street,17 Avenue,40.60541371,-74.00881977,981800.9763,159845.0563,POINT (-74.008819773138 40.605413707249)
8881,1113041,Active,116216,3HR Com Mon-Fri 0700-1400 / 2HR Pas Mon-Fri 1400-1900 / 2HR Pas Sat 0700-1900,,On Street,Manhattan,West Broadway,E,Warren Street,Murray Street,40.71454489,-74.00987798,981511.6219,199604.6336,POINT (-74.009877984189 40.714544888157)
14426,3593041,Active,319070,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Utica Avenue,E,Avenue N,Avenue M,40.62010211,-73.92688843,1004546.729,165204.773,POINT (-73.926888432135 40.620102114184)
7006,2353005,Active,217894,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Grand Concourse,E,East 150 Street,East 153 Street,40.81982978,-73.92655914,1004577.137,237971.781,POINT (-73.926559142813 40.819829783225)
5648,3103054,Active,314723,2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,,On Street,Brooklyn,18 Avenue,W,46 Street,47 Street,40.62967508,-73.97959496,989913.8942,168684.6479,POINT (-73.979594961583 40.629675079708)
1433,3071361,Active,322770,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,86 Street,S,Bay 37 Street,Bay 38 Street,40.59857841,-73.98845078,987457.2478,157354.8684,POINT (-73.988450784257 40.598578405372)
10075,1443639,Active,103479,3HR Com Mon-Sat 0700-1530,,On Street,Manhattan,Madison Avenue,W,East 31 Street,East 32 Street,40.74619477,-73.98419632,988629.0198,211135.9154,POINT (-73.984196324666 40.746194773357)
686,1074876,Retired,107210,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,East 66 Street  N Rdwy,S,2 Avenue,3 Avenue,40.76560445,-73.96273705,994572.1349,218209.2913,POINT (-73.962737046027 40.765604447155)
9175,1323048,Active,103304,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Hudson Street,E,Clarkson Street,St. Lukes Place,40.72979402,-74.00683239,982356.3561,205160.2813,POINT (-74.00683238915 40.729794019367)
12165,2013172,Active,208786,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,East Kingsbridge Road,E,Bainbridge Avenue,Briggs Avenue,40.86233931,-73.89390229,1013597.217,253468.8435,POINT (-73.893902287119 40.862339306086)
13550,4473122,Retired,439891,1HR Pas Mon-Sat 0900-1900,,On Street,Queens,Langdale Street,E,78 Avenue,Union Turnpike,40.75187574,-73.70194583,1066830.239,213345.7722,POINT (-73.70194583215 40.751875742778)
7023,2353002,Active,222483,6HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Grand Concourse,E,East 144 Street,East 149 Street,40.81792072,-73.92746109,1004328.069,237276.0324,POINT (-73.927461093594 40.817920719383)
9447,1443073,Active,104318,3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 37 Street,S,5 Avenue,Avenue of the Americas,40.75072044,-73.98420528,988626.2403,212784.7608,POINT (-73.984205282872 40.750720440394)
14993,2053054,Active,213955,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Webster Avenue,W,East Tremont Avenue,East 176 Street,40.84710367,-73.90141513,1011525.37,247915.4931,POINT (-73.901415133281 40.847103668978)
14947,4493148,Active,466362,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Eliot Avenue,N,83 Street,82 Street,40.72600564,-73.87722017,1018281.201,203803.8346,POINT (-73.877220171569 40.726005644663)
2521,4173093,Active,468551,2 HR Pas Mon-Sat 0830-2200,,On Street,Queens,63 Road,S,Queens Boulevard,97 Street,40.73067684,-73.86120285,1022718.064,205512.3233,POINT (-73.861202846438 40.730676841393)
713,1294846,Active,112499,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,York Avenue,E,East 87 Street,East 88 Street,40.77687181,-73.94630789,999120.6258,222316.728,POINT (-73.94630788794 40.776871806304)
4936,3333072,Active,323018,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue N,S,East 45 Street,East 46 Street,40.61861911,-73.931259,1003333.828,164663.4919,POINT (-73.93125899567 40.618619106291)
12333,1033120,Active,112123,2HR Com Mon-Fri 1000-1600 /2HR Pas Mon-Fri  1600-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,Columbus Avenue,W,West 93 Street,West 92 Street,40.79068385,-73.96922738,992771.0518,227345.8666,POINT (-73.969227376487 40.790683854219)
12648,3093004,Active,303856,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,86 Street,N,Gatling Place,Fort Hamilton Parkway,40.62023911,-74.02395589,977599.5428,165247.1223,POINT (-74.023955894436 40.62023910705)
12146,2013154,Active,205755,2 HR Pas Sat 0800-1900,,On Street,Bronx,East Fordham Road,S,Tiebout Avenue,Elm Place,40.86192188,-73.89439368,1013461.479,253316.5955,POINT (-73.894393677584 40.861921881616)
9839,1443385,Active,102237,3HR Com Mon-Sat 0800-2400,,On Street,Manhattan,West 31 Street,S,7 Avenue,8 Avenue,40.7494618,-73.99300912,986186.9994,212325.8805,POINT (-73.993009117965 40.749461800495)
2757,4443017,Retired,457117,2HR Pas Mon-Sat 0900-1900,,On Street,Queens,Rockaway Boulevard,S,96 Street,97 Street,40.68032957,-73.84273264,1027870.068,187177.9826,POINT (-73.84273263562 40.68032957237)
12029,1273003,Active,111431,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Madison Avenue,E,East 82 Street,East 83 Street,40.77844972,-73.96046169,995200.3144,222889.529,POINT (-73.960461689282 40.778449720027)
3843,4263013,Active,457433,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Fresh Pond Road,E,Catalpa Avenue,68 Avenue,40.70485108,-73.89603775,1013074.635,196089.8388,POINT (-73.896037746921 40.704851084913)
11628,4523020,Active,466770,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,74 Street,W,Juniper Valley Road,Metropolitan Avenue,40.71302407,-73.87849646,1017934.009,199073.7587,POINT (-73.878496460852 40.713024066435)
12683,3083038,Active,305650,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Brighton Beach Avenue,N,Brighton 11 Street,Coney Island Avenue,40.57818143,-73.95915618,995595.9012,149926.169,POINT (-73.959156181688 40.578181428145)
8551,4451787,Retired,463249,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,63 Road,N,97 Street,99 Street,40.73253294,-73.85736341,1023781.075,206190.2658,POINT (-73.857363407836 40.732532938007)
13705,4823001,Retired,469231,15HR Pas Mon-Sat 0700-2200,Far Rockaway #2,Off Street,Queens,Beach 21 Street,W,Cornaga Avenue,Mott Avenue,40.60443647,-73.754143,1052519.062,159584.7058,POINT (-73.754142997728 40.604436472426)
191,1019673,Active,114791,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Lenox Avenue,W,West 125 Street,West 124 Street,40.80733372,-73.9459703,999207.2801,233415.1097,POINT (-73.945970296186 40.807333719048)
12253,2243001,Active,204429,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Netherland Avenue,W,West 236 Street,West 235 Street,40.88600339,-73.91094045,1008875.603,262085.3515,POINT (-73.910940450321 40.886003391019)
7798,1119844,Active,115984,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Spruce Street,N,Park Row,Gold Street,40.71113651,-74.00517876,982814.2683,198362.7454,POINT (-74.005178762644 40.711136508066)
3788,4443129,Active,442935,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,161 Avenue,S,92 Street,Cross Bay Boulevard,40.65572762,-73.83938709,1028814.43,178216.494,POINT (-73.839387089621 40.655727620569)
13310,4433042,Active,443409,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Union Turnpike,S,Chevy Chase Street,188 Street,40.72858382,-73.78275846,1044461.025,204793.9543,POINT (-73.782758463991 40.728583815352)
5364,3383106,Active,336918,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Ralph Avenue,W,Foster Avenue,Farragut Road,40.63785746,-73.91932251,1006641.171,171675.3598,POINT (-73.919322506817 40.637857457854)
11353,3243004,Active,335286,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Vanderbilt Avenue,E,Bergen Street,Dean Street,40.67985896,-73.96795908,993137.018,186968.9942,POINT (-73.967959075312 40.679858961303)
11395,1043016,Active,107773,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,2 Avenue E SR,w,East 30 Street,East 33 Street,40.74260045,-73.97728396,990544.6987,209826.8084,POINT (-73.977283955483 40.742600446196)
13622,1039008,Retired,114335,"Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,On Street,Manhattan,Columbus Avenue,W,West 83 Street,West 82 Street,40.78435683,-73.97384918,991491.9461,225040.2987,POINT (-73.97384917872 40.784356828564)
11551,1033091,Active,114796,2HR Com Mon-Fri 1000-1600 /2HR Pas Mon-Fri  1600-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,Columbus Avenue,W,West 71 Street,West 70 Street,40.77644368,-73.97962226,989893.8765,222156.8464,POINT (-73.979622264075 40.77644368056)
12318,4093008,Active,454679,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Myrtle Avenue,N,Fresh Pond Road,60 Lane,40.70079218,-73.89518755,1013312.131,194611.3398,POINT (-73.895187546905 40.700792178151)
2782,4443056,Active,454690,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,94 Street,W,Rockaway Boulevard,Liberty Avenue,40.68055411,-73.84512775,1027205.61,187258.6049,POINT (-73.84512774698 40.680554111092)
4066,3063075,Active,320407,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Avenue U,S,Coyle Street,Bragg Street,40.60093138,-73.93674517,1001815.414,158218.2469,POINT (-73.936745168292 40.600931377134)
9577,1443216,Active,103197,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,East 33 Street,N,Madison Avenue,5 Avenue,40.74766135,-73.98465699,988501.2815,211670.2148,POINT (-73.984656988261 40.747661353503)
4044,3043006,Active,329469,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,W,Beekman Place,Chester Court,40.65978879,-73.96067749,995159.9552,179657.6847,POINT (-73.960677486426 40.6597887902)
11405,1043108,Active,103185,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 7 Street,S,2 Avenue,Taras Shevchenko Place,40.7281163,-73.98855649,987421.7289,204549.17,POINT (-73.988556485786 40.728116302123)
3553,4293050,Active,410700,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,118 Street,E,103 Avenue,Liberty Avenue,40.68623356,-73.82509052,1032759.028,189338.2487,POINT (-73.825090520954 40.68623355645)
13195,3133011,Active,308643,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Bay Parkway,E,West 9 Street,West 8 Street,40.61239995,-73.98280245,989024.8156,162390.672,POINT (-73.982802453777 40.612399952098)
7451,5043059,Active,509692,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,Castleton Avenue,N,N. Burgher Avenue,Broadway,40.63475803,-74.11584005,952098.3514,170557.1032,POINT (-74.115840049503 40.634758032297)
788,4101297,Active,455824,2 HR Pas Mon-Sat 0900-2000,,On Street,Queens,Rockaway Beach Boulevard,N,Beach 109 Street,Beach 116 Street,40.58009375,-73.83641831,1029689.62,150662.6584,POINT (-73.836418305786 40.580093750898)
5444,3543088,Active,307281,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,West Street,W,Avenue W,Avenue X,40.59072542,-73.97031357,992494.9691,154495.0116,POINT (-73.970313572653 40.590725419409)
8855,1173011,Active,104613,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,Broadway,W,West 58 Street,West 57 Street,40.76686636,-73.98186271,989274.0779,218667.3708,POINT (-73.981862712723 40.766866355094)
10077,1443642,Active,105992,3HR Com Mon-Fri 1000-1600,,On Street,Manhattan,5 Avenue,W,West 32 Street,West 31 Street,40.74690179,-73.9857893,988187.5823,211393.4293,POINT (-73.985789300711 40.746901792009)
15138,3123200,Active,313466,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,4 Avenue,W,56 Street,57 Steet,40.64293136,-74.01645449,979683.58,173514.0369,POINT (-74.016454489488 40.642931357522)
3966,3043036,Active,300451,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,W,Beverly Road,Cortelyou Road,40.64446169,-73.95805771,995889.4797,174073.9373,POINT (-73.958057713916 40.644461692539)
3043,4283075,Active,433913,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Station Road,N,162 Street,160 Street,40.76146928,-73.80409259,1038521.237,216761.2047,POINT (-73.804092591796 40.761469276458)
8071,4033037,Retired,424996,2HR Pas Mon-Sat 0800-1900,,On Street,Queens,Liberty Avenue,S,Sutphin Boulevard,148 Street,40.69664697,-73.80374035,1038671.73,193144.6964,POINT (-73.803740349846 40.69664697114)
6470,2173011,Active,221651,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Benedict Avenue,N,Metropolitan Avenue,Pugsley Avenue,40.8340751,-73.86052226,1022846.708,243184.0793,POINT (-73.860522261818 40.83407510418)
4954,3333124,Active,323419,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue T,N,East 59 Street,East 58 Street,40.61555104,-73.9181574,1006972.126,163548.8406,POINT (-73.918157400035 40.615551037153)
7088,2173035,Active,210187,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,East Tremont Avenue,N,Paulding Avenue,Bronxdale Avenue,40.84254611,-73.85351636,1024780.24,246273.5429,POINT (-73.853516356243 40.842546111197)
1072,4512465,Inactive,441456,2 HR Pas Mon-Sat 0730-1900,,On Street,Queens,Vleigh Place,E,78 Avenue,77 Road,40.7198058,-73.82055522,1033991.78,201572.1379,POINT (-73.820555222792 40.719805797678)
9258,1413007,Active,105951,2HR Pas Mon-Sat 0730-1900,,On Street,Manhattan,6 Avenue,W,West 12 Street,West 13 Street,40.73639519,-73.99767415,984894.5607,207565.2309,POINT (-73.997674153013 40.736395194094)
5094,3493031,Active,312289,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,17 Avenue,E,79 Street,78 Street,40.61281043,-74.00036765,984147.9234,162539.7511,POINT (-74.000367653462 40.612810429421)
5713,3413057,Active,310718,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,McDonald Avenue,E,Avenue N,Avenue M,40.61502096,-73.97406632,991450.0788,163346.1714,POINT (-73.974066317666 40.61502096182)
9979,1443532,Active,107144,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,West 26 Street,S,Avenue of the Americas,Broadway,40.7445875,-73.99103671,986733.685,210550.0652,POINT (-73.991036714602 40.74458749675)
7817,3353015,Active,300338,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Myrtle Avenue,S,Fleet Place,Ashland Place,40.69346794,-73.98008048,989773.8413,191926.1441,POINT (-73.980080482941 40.693467939478)
11036,1433401,Active,106420,3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,,On Street,Manhattan,2 Avenue,W,East 49 Street,East 48 Street,40.75401864,-73.96928764,992759.0486,213987.4986,POINT (-73.969287638665 40.75401863957)
5889,3463046,Active,314474,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,86 Street,N,16 Avenue,15 Avenue,40.6112513,-74.00908068,981728.7491,161971.8506,POINT (-74.009080682085 40.611251301552)
4000,3043117,Active,333047,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,E,Lenox Road,Clarkson Avenue,40.65406923,-73.9594522,995500.8728,177574.0455,POINT (-73.959452200941 40.654069231476)
8132,4283150,Retired,455742,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Francis Lewis Boulevard,E,Jordan Street,34 Avenue,40.76554744,-73.78903696,1042688.438,218256.6971,POINT (-73.789036956445 40.765547443411)
5280,3153010,Active,310382,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,Coney Island Avenue,W,Avenue I,Avenue J,40.62613474,-73.96555482,993811.5711,167396.0288,POINT (-73.965554815572 40.626134742073)
319,4072273,Active,419996,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,30 Avenue,N,37 Street,36 Street,40.76489674,-73.91699366,1007243.658,217960.1498,POINT (-73.91699366027 40.764896741919)
11755,1083089,Active,109282,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,Broadway,W,West 84 Street,West 83 Street,40.7866778,-73.97807845,990320.5216,225885.5867,POINT (-73.978078453389 40.78667780075)
6778,2093055,Active,214101,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Williamsbridge Road,W,Pelham Parkway,Lydig Avenue,40.85559053,-73.85556862,1024204.57,251025.1712,POINT (-73.855568615619 40.855590532774)
3625,4303051,Active,406237,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,97 Avenue,N,220 Street,Springfield Boulevard,40.71728826,-73.73488096,1057743.251,200715.1885,POINT (-73.734880961732 40.717288257154)
2672,4443003,Active,409307,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Rockaway Boulevard,N,110 Street,109 Street,40.67791181,-73.82952767,1031534.339,186303.9759,POINT (-73.82952767264 40.677911810981)
7846,3091520,Active,319903,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,4 Avenue,E,95 Street,94 Street,40.61636383,-74.03086808,975680.1362,163835.8594,POINT (-74.030868078606 40.616363834963)
14841,4213088,Active,440366,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Northern Boulevard,N,210 Street,Corporal Kennedy Street,40.75934945,-73.77350088,1046997.882,216009.3184,POINT (-73.773500884536 40.75934945091)
4182,4211738,Active,431345,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,48 Avenue,N,215 Street,Bell Boulevard,40.75572054,-73.76682959,1048849.569,214692.0405,POINT (-73.766829594819 40.755720536857)
