ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
1118,4512485,Active,438265,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Kissena Boulevard,W,59 Avenue,60 Avenue,40.74041,-73.81516878,1035469.052,209081.9785,POINT (-73.815168775464 40.740409997322)
10978,1433311,Active,103696,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 45 Street,N,Madison Avenue,5 Avenue,40.75491973,-73.97820293,990288.9302,214315.053,POINT (-73.978202931795 40.754919725365)
660,1348095,Active,109735,2HR Pas Mon-Fri 1000-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,5 Avenue,W,East 102 Street,East 97 Street,40.79021634,-73.95416864,996940.9595,227177.3577,POINT (-73.954168640951 40.790216338328)
3926,4211723,Active,452749,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Bell Boulevard,W,69 Avenue,73 Avenue,40.74100794,-73.75850748,1051169.971,209338.0351,POINT (-73.758507483746 40.741007937967)
13475,4213060,Active,432288,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,42 Avenue,S,Bell Boulevard,214 Place,40.76270743,-73.7700789,1047942.675,217235.207,POINT (-73.770078895963 40.762707433174)
1921,2013004,Active,207023,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Grand Avenue,E,West Fordham Road,West 184 Street,40.86241901,-73.90347982,1010947.986,253494.8182,POINT (-73.90347982438 40.86241900824)
8834,1153008,Active,101742,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,4 Avenue,E,East 12 Street,East 13 Street,40.73313939,-73.98983867,987066.1417,206379.1946,POINT (-73.989838669161 40.733139391766)
15113,3503046,Active,305765,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,East 8 Street,W,Beverly Road,Church Avenue,40.64558352,-73.97208137,991997.6197,174481.0973,POINT (-73.972081369061 40.645583518439)
12975,4163102,Active,437029,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,243 Street,W,144 Avenue,145 Avenue,40.66004666,-73.73964628,1056484.253,179856.5317,POINT (-73.739646278229 40.660046660966)
6125,3573035,Active,320687,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue X,S,Haring Street,Brown Street,40.59390119,-73.9390771,1001169.635,155656.5135,POINT (-73.939077099715 40.59390119441)
14805,1073018,Active,107053,3HR Com Mon-Sat 0800-1900,,On Street,Manhattan,East 65 Street,N,3 Avenue,2 Avenue,40.76511566,-73.96325463,994428.8346,218031.1513,POINT (-73.963254630243 40.765115664921)
7269,2203045,Active,221924,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Elder Avenue,E,Watson Avenue,Westchester Avenue,40.82835383,-73.87905545,1017721.029,241091.9867,POINT (-73.8790554472 40.828353829355)
8794,1023159,Active,104381,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,East Broadway,S,Jefferson Street,Clinton Street,40.71415562,-73.98830978,987490.7848,199462.8741,POINT (-73.988309782738 40.714155622257)
11824,4153006,Active,422025,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jackson Avenue,N,42 Road,43 Avenue,40.74795484,-73.94033083,1000783.214,211782.4013,POINT (-73.94033083292 40.747954843294)
4105,3063111,Active,312725,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Homecrest Avenue,W,Avenue U,Avenue T,40.59876698,-73.95928321,995557.1273,157425.9857,POINT (-73.95928321339 40.598766975341)
7,4522502,Retired,466967,2HR Pas Mon-Sat 0800-1900,,On Street,Queens,Metropolitan Avenue,S,70 Drive,71 Avenue,40.71050914,-73.85150629,1025417.949,198169.0279,POINT (-73.851506288024 40.71050914122)
7201,2043018,Active,206640,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East 170 Street,S,Jerome Avenue,Walton Avenue,40.83966464,-73.91642248,1007375.892,245200.8577,POINT (-73.916422476028 40.839664635783)
12065,1273045,Active,109266,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,East 99 Street,N,Park Avenue,Madison Avenue,40.78903796,-73.9522342,997476.8515,226748.3185,POINT (-73.952234198534 40.789037955399)
12169,2023022,Active,202014,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Morris Avenue,E,East 149 Street,East 150 Street,40.81777648,-73.92248577,1005705.236,237224.6614,POINT (-73.922485772929 40.817776483087)
14548,1453359,Active,101473,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,Park Avenue South,E,East 17 Street,East 18 Street,40.73663695,-73.98880445,987352.6057,207653.5004,POINT (-73.988804449061 40.736636951376)
15196,2373010,Active,223538,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East 167 Street *CTR Mall,S,Grand Concourse,Sheridan Avenue,40.83439832,-73.91736398,1007117.189,243281.8967,POINT (-73.917363977455 40.834398319752)
14367,4493146,Active,468585,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Eliot Avenue,S,84 Street,85 Street,40.72770625,-73.87339361,1019340.923,204424.9281,POINT (-73.873393610233 40.727706253153)
852,1218196,Active,112684,2 HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,Broadway,W,West 109 Street,West 108 Street,40.80331858,-73.96753576,993237.7606,231949.3042,POINT (-73.967535760151 40.803318576326)
8450,1473065,Inactive,102319,3HR Com Mon-Fri 0800-1800 /2HR Pas Sat 0800-1800,,On Street,Manhattan,East 9 Street,S,4th Avenue,Broadway,40.73085532,-73.99105684,986728.6204,205547.0007,POINT (-73.991056835493 40.730855324813)
1641,3091441,Active,301965,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Ovington Avenue,N,5 Avenue,4 Avenue,40.63275628,-74.02165797,978238.6022,169807.2959,POINT (-74.021657972793 40.632756282065)
15131,3123226,Active,337747,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,4 Avenue,E,48 Street,47 Street,40.64772199,-74.01107646,981176.3017,175259.1613,POINT (-74.011076459648 40.647721991603)
14064,3123172,Active,339040,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,7 Avenue,W,59 Street,60 Street,40.63717762,-74.0114859,981062.1796,171417.5745,POINT (-74.011485898003 40.637177620712)
135,1228445,Active,113719,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,Broadway,E,West 149 Street,West 150 Street,40.82931808,-73.94813695,998602.7337,241424.4424,POINT (-73.948136949657 40.829318084146)
6223,3483057,Active,315461,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,West 6 Street,E,Highlawn Avenue,Kings Highway,40.60479604,-73.97896666,990090.4709,159620.6004,POINT (-73.978966657913 40.604796035335)
6723,2313021,Active,204029,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Hobart Avenue,E,Westchester Avenue,St. Theresa Avenue,40.84862634,-73.83132641,1030915.656,248499.8403,POINT (-73.831326408799 40.848626340343)
6622,2293025,Active,204135,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Dyre Avenue,W,Lustre Street,East 233 Street,40.88940964,-73.8313559,1030878.89,263358.7545,POINT (-73.831355900478 40.889409644082)
4980,3179373,Active,313225,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Union Street,N,7 Avenue,6 Avenue,40.67475812,-73.97607249,990887.1504,185109.8936,POINT (-73.976072494648 40.67475812316)
11753,1083078,Active,113089,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 86 Street,S,Broadway,Amsterdam Avenue,40.78798845,-73.97595033,990909.7104,226363.2543,POINT (-73.975950332553 40.787988446314)
3453,4203035,Active,421119,2 HR Pas Mon-Sat 0730-1900,,On Street,Queens,63 Street,W,Roosevelt Avenue,Trimble Road,40.74557569,-73.90126617,1011608.277,210925.3873,POINT (-73.901266168984 40.745575691497)
4022,3043014,Active,336844,2 HR Pas Mon-Sat 1000-1900,,On Street,Brooklyn,Ocean Avenue,E,Woodruff Avenue,Parkside Avenue,40.65439828,-73.96171995,994871.5841,177693.6427,POINT (-73.961719949618 40.65439827681)
3443,4203037,Active,421117,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,61 Street,E,Woodside Avenue,Roosevelt Avenue,40.74523683,-73.90349826,1010989.919,210801.2392,POINT (-73.903498264124 40.745236827815)
9382,1443002,Retired,102043,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,East 26 Street,S,5 Avenue,Madison Avenue,40.74290902,-73.98703249,987843.3278,209938.6802,POINT (-73.987032489524 40.742909016635)
11001,1433346,Active,102201,3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,,On Street,Manhattan,West 50 Street,N,Rockefeller Plaza,5 Avenue,40.75886823,-73.97786092,990383.3227,215753.6473,POINT (-73.977860916681 40.758868234519)
5708,3413051,Active,313175,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,McDonald Avenue,E,Avenue P,Avenue O,40.6099506,-73.97311149,991715.7387,161498.9868,POINT (-73.973111489979 40.609950601009)
12095,1273078,Active,114004,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,East 86 Street,S,Park Avenue,Lexington Avenue,40.77982344,-73.95658549,996273.5977,223390.531,POINT (-73.956585488334 40.779823443043)
3440,4203027,Retired,426452,1HR Pas Mon-Sat 0800-1900,,On Street,Queens,Woodside Avenue,N,62 Street,61 Street,40.74483357,-73.90315005,1011086.57,210654.4259,POINT (-73.903150046072 40.744833569383)
1360,3131541,Active,309150,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,McDonald Avenue,E,Avenue J,Avenue I,40.62503771,-73.97595571,990924.5181,166995.3862,POINT (-73.975955706012 40.625037707901)
4942,3333102,Active,319774,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Avenue N,N,East 45 Street,Flatbush Avenue,40.61869446,-73.93200413,1003126.942,164690.7848,POINT (-73.932004131776 40.618694462879)
4812,3403079,Retired,329282,2HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Nostrand Avenue,W,Empire Boulevard,Sterling Street,40.66339834,-73.95096432,997854.1184,180974.102,POINT (-73.950964318392 40.663398335096)
4216,3123016,Active,300517,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 Avenue,E,40 Street,39 Street,40.65095235,-74.00413935,983101.393,176435.9008,POINT (-74.004139350585 40.650952345046)
13322,4433030,Active,435123,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Surrey Place,W,Union Turnpike,80 Road,40.72630684,-73.78918505,1042681.821,203960.0301,POINT (-73.789185050711 40.726306835384)
657,1068238,Active,109434,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Broadway,E,Fairview Avenue,West 193 Street,40.85757254,-73.93206878,1003041.501,251721.6406,POINT (-73.93206878427 40.857572541307)
12822,4073026,Active,420550,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Steinway Street,E,28 Avenue,25 Avenue,40.76733434,-73.91209715,1008599.154,218849.5709,POINT (-73.912097147411 40.767334342094)
5536,3543008,Active,312224,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Avenue U,N,Lake Street,Van Sicklen Street,40.59689725,-73.97450849,991329.2388,156743.199,POINT (-73.974508487493 40.59689724952)
11258,1433903,Active,106808,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,East 59 Street,N,Madison Avenue,Park Avenue,40.76318974,-73.97033441,992467.9028,217328.7301,POINT (-73.970334409085 40.763189740414)
15298,3753003,Active,342868,11 HR Mon-Sat 0700-1800,Meeker Avenue Parking Field,Off Street,Brooklyn,Meeker Avenue,C,Kingsland Avenue,North Henry Street,40.72158771,-73.94198656,1000330.804,202175.721,POINT (-73.941986560813 40.721587713563)
5115,3423048,Active,318245,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,3 Avenue,E,91 Street,90 Street,40.62048373,-74.03218316,975315.5822,165336.9755,POINT (-74.032183164439 40.620483726439)
10591,1453206,Active,107011,30Min Com Mon-Sat 0600-2200,,On Street,Manhattan,West 14 Street,N,5 Avenue,6 Avenue,40.73707639,-73.99597013,985366.7838,207813.4276,POINT (-73.995970131492 40.737076385618)
958,1264985,Inactive,105287,2HR Pas Mon-Fri 0800-1500 /2HR Pas Sat 0900-1900,,On Street,Manhattan,2 Avenue,E,East 63 Street,East 62 Street,40.76289717,-73.96254934,994624.5527,217222.9623,POINT (-73.962549339579 40.762897167256)
10147,1403107,Active,105475,2HR Pas Mon-Fri 1000-1600 /2HR Pas Sat 0900-1900,,On Street,Manhattan,10 Avenue,E,West 46 Street,West 47 Street,40.76248421,-73.99326759,986115.0186,217070.3615,POINT (-73.993267590058 40.762484207871)
5322,3383120,Active,330018,2 HR Pas Mon-Sat 0930-1900,,On Street,Brooklyn,Ralph Avenue,E,Avenue K,East 72 Street,40.62742283,-73.91797491,1007018.742,167874.0944,POINT (-73.917974907351 40.627422831763)
13745,1453353,Active,102243,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,3 Avenue,W,East 21 Street,East 20 Street,40.73721323,-73.98447064,988553.5891,207863.6414,POINT (-73.984470643815 40.737213233567)
10222,1443743,Active,106514,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Lexington Avenue,W,East 25 Street,East 24 Street,40.74033536,-73.98424685,988615.405,209001.1408,POINT (-73.984246845355 40.740335356932)
2285,4233032,Active,424016,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,34 Avenue,S,Crescent Street,28 Street,40.76092006,-73.93004616,1003629.131,216508.1563,POINT (-73.930046163971 40.760920057017)
10202,1443723,Active,101012,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 30 Street,N,3 Avenue,2 Avenue,40.74309399,-73.97958103,989908.1284,210006.4639,POINT (-73.979581032276 40.743093985834)
13604,4373102,Active,448135,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,20 Avenue,N,123 Street,College Point Boulevard,40.78172503,-73.84559477,1027011.105,224118.0505,POINT (-73.845594768146 40.781725028937)
14190,1503051,Active,114163,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Frederick Douglass Boulevard,W,West 114 Street,West 113 Street,40.80283388,-73.95662587,996258.2617,231774.0211,POINT (-73.956625874156 40.802833883543)
10523,1453124,Active,102715,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,West 18 Street,S,7 Avenue,6 Avenue,40.74058898,-73.99687308,985116.5084,209093.1672,POINT (-73.996873075187 40.740588981442)
7867,3051325,Active,309048,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 10 Street,E,Kings Highway,Avenue R,40.60680203,-73.96278848,994582.4652,160352.9313,POINT (-73.96278847836 40.606802034888)
525,1058354,Active,108851,2 HR Pas Mon-Sat 0930-1900,,On Street,Manhattan,West 180 Street,S,Broadway,Wadsworth Avenue,40.84926674,-73.93588248,1001988.75,248694.7264,POINT (-73.935882484189 40.849266742566)
10622,1453237,Active,105515,2HR Pas Mon-Sat 0800-2200,,On Street,Manhattan,3 Avenue,E,East 21 Street,East 22 Street,40.73774875,-73.98378987,988742.2131,208058.7818,POINT (-73.983789870308 40.737748751757)
2401,4413019,Active,465018,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,54 Avenue,E,Seabury Street,Queens Boulevard,40.73587811,-73.87706861,1018318.162,207400.7378,POINT (-73.877068611506 40.735878110926)
13865,4293108,Active,454961,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,101 Avenue,N,84 Street,83 Street,40.681507,-73.85593823,1024206.629,187600.6518,POINT (-73.85593822986 40.681506996165)
2349,4413104,Active,467838,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Elmhurst Avenue,W,Broadway,Judge Street,40.74213508,-73.88077452,1017288.036,209678.9275,POINT (-73.88077451812 40.742135078639)
2204,2323234,Active,208968,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Morris Park Avenue,N,Bogart Avenue,Fowler Avenue,40.84727781,-73.85829591,1023455.01,247995.3026,POINT (-73.858295906466 40.847277813181)
3577,4463006,Active,453199,2 HR Pas Mon-Sat 0930-1900,,On Street,Queens,Jamaica Avenue,S,107 Street,108 Street,40.69542715,-73.83981888,1028668.177,192679.9257,POINT (-73.839818875477 40.695427149377)
14529,3303052,Active,303289,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Myrtle Avenue,N,Knickerbocker Avenue,Harman Street,40.69873762,-73.91942872,1006591.29,193855.6908,POINT (-73.919428724159 40.6987376191)
4121,3063016,Active,313345,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Dunne Court,N,East 7 Street,Coney Island Avenue,40.59019444,-73.96081902,995132.0284,154302.5973,POINT (-73.960819018295 40.590194435388)
11935,1193068,Active,106891,2HR Com Mon-Fri 0700-1600 /2HR Pas Mon-Fri 1600-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,Lexington Avenue,E,East 71 Street,East 70 Street,40.76936598,-73.96287193,994534.1891,219579.7259,POINT (-73.962871933585 40.769365978601)
11172,1433814,Active,102933,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 54 Street,S,8 Avenue,Broadway,40.76440155,-73.9834744,988827.8068,217769.2715,POINT (-73.983474395497 40.764401547273)
4562,3333018,Active,339210,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Flatbush Avenue,E,Flatlands Avenue,Lott Place,40.62174618,-73.93579674,1002073.227,165801.8115,POINT (-73.935796740375 40.621746181244)
6665,2293053,Active,216164,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Dreiser Loop E,W,Co-op City Boulevard,Dreiser Loop S,40.87739662,-73.82818933,1031763.007,258983.6383,POINT (-73.828189330994 40.877396623305)
3444,4203067,Active,414666,2 HR Pas Mon-Sat 0730-1900,,On Street,Queens,61 Street,W,39 Avenue,Roosevelt Avenue,40.74641997,-73.9030938,1011101.516,211232.4191,POINT (-73.903093800814 40.746419969711)
6232,3483053,Active,312950,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,West 1 Street,W,Kings Highway,Quentin Road,40.60481328,-73.9743281,991378.4893,159627.2248,POINT (-73.974328098476 40.604813275279)
3538,4293080,Active,421641,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,122 Street,E,107 Avenue,Liberty Avenue,40.68711744,-73.82150159,1033753.716,189662.2802,POINT (-73.82150159377 40.687117439474)
9778,1443320,Active,104932,3HR Com Mon-Fri 0700-1900 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,,On Street,Manhattan,Avenue of the Americas,W,West 40 Street,West 41 Street,40.75405206,-73.98481462,988457.1996,213998.5471,POINT (-73.984814624669 40.754052058334)
14597,1143018,Planned,106866,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,Macdougal Street,E,Macdougal Alley,Washington Square North,40.73237333,-73.99842942,984685.2813,206099.9346,POINT (-73.998429416323 40.732373329442)
7236,2063009,Active,201414,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Castle Hill Avenue,W,Gleason Avenue,Powell Avenue,40.8314434,-73.85103617,1025473.356,242229.5766,POINT (-73.851036169617 40.831443402938)
5760,3602971,Active,303038,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Cortelyou Road,S,Rugby Road,Marlborough Road,40.6409845,-73.96479529,994020.2318,172806.2765,POINT (-73.964795290799 40.640984495524)
8388,4103006,Active,457527,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Beach 116 Street*W RDWY,E,Rockaway Beach Boulevard,Boardwalk,40.5790169,-73.8367444,1029599.77,150270.1657,POINT (-73.836744396122 40.579016897966)
11588,4383107,Active,441642,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,14 Avenue,S,150 Street,Clintonville Street,40.78884623,-73.81355987,1035877.34,226729.8012,POINT (-73.813559870085 40.788846229235)
10517,1453118,Active,106313,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,West 19 Street,N,6 Avenue,7 Avenue,40.74091273,-73.99558352,985473.8542,209211.1351,POINT (-73.995583518351 40.740912731864)
4257,3123074,Active,333152,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,4 Avenue,W,34 Street,35 Street,40.65523192,-74.00366134,983234.0988,177995.0611,POINT (-74.00366134029 40.655231916184)
8231,1403048,Active,102365,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 47 Street,N,8 Avenue,9 Avenue,40.76064113,-73.98791232,987598.6334,216399.0256,POINT (-73.987912319326 40.760641125801)
14178,1503045,Active,115173,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Frederick Douglass Boulevard,E,West 123 Street,West 124 Street,40.80931019,-73.95167885,997626.5595,234134.2841,POINT (-73.951678848268 40.809310188168)
10105,1443674,Inactive,103788,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,7 Avenue,E,West 32 Street,West 31 Street,40.74934871,-73.99165618,986561.87,212284.711,POINT (-73.991656175362 40.749348710433)
5329,3383036,Active,326869,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Avenue L,S,Rockaway Pkwy.,East 98 Street,40.63887975,-73.8948557,1013431.22,172055.0109,POINT (-73.894855700482 40.638879750822)
231,4522522,Active,463222,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Metropolitan Avenue,N,69 Road,69 Avenue,40.71120989,-73.85525172,1024379.157,198422.5953,POINT (-73.855251715296 40.711209894964)
3428,4203009,Active,427312,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Roosevelt Avenue,S,58 Street,59 Street,40.74532661,-73.90599227,1010298.815,210833.1994,POINT (-73.905992265633 40.745326613341)
851,1218197,Active,114878,2 HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,Broadway,W,West 108 Street,West 107 Street,40.80253728,-73.9680787,993087.5506,231664.5935,POINT (-73.968078700883 40.802537275086)
